compound_name,SMILES,DTXSID,pmids,n_articles
Zolmitriptan,CN(C)CCC1=CNC2=C1C=C(C=C2)C[C@H]3COC(=O)N3,DTXSID8045933,"['33730376', '30536257', '27245458', '26970848', '25435318', '23084593', '22762358', '20151180', '18816299', '18028032', '17125411', '16615676', '16018227', '11575714', '11061582']",15
sevoflurane,FCOC(C(F)(F)F)C(F)(F)F,DTXSID8046614,"['35968751', '35817217', '35615010', '35575159', '35390237', '35275882', '35203077', '35170121', '35115157', '35063768', '35051617', '35026587', '34985393', '34886095', '34884752', '34843896', '34826047', '34806589', '34657881', '34653761', '34585785', '34498160', '34445868', '34346038', '34269262', '34192826', '34121396', '34018092', '33894411', '33812931', '33728028', '33674065', '33573239', '33539795', '33443648', '33407763', '33397287', '33341964', '33296418', '33181643', '33155241', '33144179', '33105134', '33086149', '33080307', '32975883', '32967238', '32947290', '32787740', '32753847', '32710951', '32662669', '32639632', '32536020', '32476431', '32466842', '32459695', '32377738', '32276637', '32191629', '32133979', '32115695', '32035889', '32027953', '31987857', '31720798', '31707631', '31658116', '31567365', '31433818', '31427144', '31295179', '31264218', '31249256', '31145696', '31015093', '30896803', '30744308', '30723886', '30672888', '30672349', '30553844', '30529655', '30519912', '30502404', '30448514', '30442251', '30428151', '30388507', '30382499', '30235733', '30199551', '30130280', '30099270', '30057022', '29956485', '29932008', '29889105', '29728856', '29596093']",100
Cinacalcet,C[C@H](C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F,DTXSID8048286,"['35271934', '33848515', '32772236', '32648333', '32312250', '30511665', '29078759', '28843775', '28546302', '27941640', '26089029', '21438115', '21361849', '19580204', '19560849', '19040330', '18988701', '18991797', '18402017', '16109140', '14531786']",21
5-aminolevulinic acid,NCC(=O)CCC(=O)O,DTXSID8048490,"['35810598', '35805621', '35792252', '35734365', '35623307', '35583070', '35385661', '35245673', '35167988', '35156172', '35104130', '34893236', '34728420', '34717041', '34575921', '34444495', '34437931', '34244947', '34238059', '34224156', '34087353', '34085382', '34070493', '34062419', '33905866', '33861646', '33743128', '33723800', '33645231', '33593558', '33471748', '33410779', '33275677', '33213306', '33182082', '33157326', '33107728', '33069968', '32954897', '32924612', '32920180', '32795847', '32784669', '32774395', '32710353', '32635199', '32629069', '32618378', '32574507', '32488615', '32428573', '32339671', '32264766', '32138774', '32067210', '31978564', '31935480', '31904553', '31859063', '31792921', '31729815', '31704505', '31450131', '31395332', '31100447', '31041926', '31041744', '30948194', '30855743', '30821303', '30680687', '30659953', '30557693', '30553949', '30543907', '30517741', '30450646', '30449052', '30413387', '30336271', '30296394', '30275489', '30242198', '30173384', '30145112', '30118115', '30081045', '30053213', '29958932', '29856826', '29774871', '29627657', '29524849', '29461242', '29460964', '29395168', '29336731', '29222482', '29029734', '28964889']",100
Canertinib,C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,DTXSID8048943,"['34315388', '30649743', '28964888', '25799134', '25592338', '23597080', '19294387', '17505003', '17409987', '16899614', '16857802', '16110019', '16002463', '15897585', '15534081', '14763143', '14730468', '12644981', '12449727', '11901539', '11706399', '11561681', '10857996', '10598660', '9740549', '9660537', '9391543', '9815698', '9387046', '8339386', '1837612']",31
Tandutinib,CC(C)OC1=CC=C(C=C1)NC(=O)N2CCN(CC2)C3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCCC5,DTXSID8048947,"['26860632', '21803218', '21242491', '20711630', '19625780', '18342808', '18282363', '16902153', '15304388', '15242881']",10
Mozavaptan,CC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)C(=O)N3CCCC(C4=CC=CC=C43)N(C)C,DTXSID8057641,"['16781097', '15153650', '10706381']",3
4-Hydroxy-2-quinolinecarboxylic acid,C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O,DTXSID8075417,"['36249223', '36248838', '36248188', '36246901', '36243906', '36242012', '36240073', '36240030', '36235869', '36235714', '36235592', '36235591', '36235548', '36235307', '36235260', '36235247', '36235089', '36235071', '36234993', '36234718', '36233112', '36232909', '36232888', '36232813', '36232690', '36232670', '36232629', '36232509', '36232293', '36231722', '36231706', '36231028', '36230992', '36230953', '36226817', '36226770', '36226538', '36219797', '36217240', '36217170', '36211807', '36210704', '36209101', '36208226', '36206297', '36202963', '36200746', '36198709', '36197374', '36197086', '36195429', '36194037', '36193087', '36193070', '36193064', '36191485', '36191484', '36188655', '36185613', '36185606', '36184788', '36183428', '36183103', '36182834', '36182800', '36182156', '36182136', '36181088', '36180652', '36180490', '36179647', '36177595', '36176016', '36175803', '36175588', '36175073', '36174755', '36174359', '36174316', '36172682', '36172353', '36171180', '36171057', '36170190', '36169646', '36167809', '36167583', '36167233', '36167205', '36165928', '36165392', '36165351', '36165217', '36165017', '36162543', '36161425', '36160708', '36156632', '36153589', '36152796']",100
Reduced haloperidol,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(C3=CC=C(C=C3)F)O,DTXSID80929321,"['24291056', '22641180', '18594798', '16841959', '12127331', '10389142', '9820877', '9061465', '8953815', '8075357', '8107466', '1960983', '2314059', '3166137']",14
epiconazole,Fc1ccc(C2(Cn3cncn3)OC2c2ccccc2Cl)cc1,DTXSID901034223,[],0
Elacridar,COC1=CC=CC2=C1NC3=C(C2=O)C=CC=C3C(=O)NC4=CC=C(C=C4)CCN5CCC6=CC(=C(C=C6C5)OC)OC,DTXSID90162489,"['35192958', '33627744', '32768979', '31770475', '31304590', '31266750', '30498347', '30253203', '28479358', '27906178', '26940368', '25868794', '25862759', '25437111', '25264938', '24700236', '24647572', '22428727', '22115371', '20643783', '20570348', '18248513', '17545533', '17375082', '17211460', '16997339', '16940108', '16445700', '16244858', '15565444', '15451006', '14566821', '11212278', '10573204', '10500777', '9305607', '8402633']",37
Lonafarnib,C1CN(CCC1CC(=O)N2CCC(CC2)[C@@H]3C4=C(CCC5=C3N=CC(=C5)Br)C=C(C=C4Br)Cl)C(=O)N,DTXSID90172927,"['34299092', '24795390', '24240680', '24059235', '23841999', '23633392', '23053259', '22564713', '21735117', '21365629', '20972873', '19530253', '19433965', '18641985', '18548095', '18058098', '17634493', '17623836', '17255280', '16732721', '20425327', '16342165', '16028213', '15911238', '15907712', '15889158', '15865870', '15820917', '15765763', '15512806', '15131032', '14671431', '14603339', '14556673', '12820305', '12783599', '12605564', '12441264', '12394276', '12176785', '11706400', '11606389', '11181683', '10766174', '10606231']",45
"3-(2,4-dichlorophenyl)-4-(1-methylindol-3-yl)pyrrole-2,5-dione",CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C(C=C(C=C4)Cl)Cl,DTXSID90182349,[],0
3-Aminobenzamide,C1=CC(=CC(=C1)N)C(=O)N,DTXSID90188922,"['35219730', '33618169', '33069747', '32186196', '30936015', '30389154', '28676262', '28322842', '27271689', '26600069', '26522738', '26285766', '26080614', '25014793', '24444779', '24029142', '23246565', '21656126', '21543585', '20054784', '19962977', '19418225', '19330731', '19056730', '18835851', '18627028', '18619636', '18046540', '17669606', '17643414', '17229443', '17094462', '17052966', '16979620', '16906506', '16532269', '16310374', '16085349', '15734220', '15710362', '15601672', '15197441', '15113847', '15075382', '14977067', '12628304', '12509801', '12140175', '11963572', '11963557', '11935214', '11841791', '11840167', '11744336', '11508870', '11217149', '11159757', '11107836', '11033027', '10986477', '10746948', '10702959', '10542136', '10506585', '10500802', '10470759', '10468045', '9972795', '9920281', '9853008', '9811453', '9756394', '9580640', '9566722', '9496941', '9247624', '9280527', '9047387', '9032115', '8903324', '8706837', '8817060', '8769680', '8657188', '8605017', '8619240', '8542590', '8565116', '7586197', '7669074', '7784578', '7744749', '7526188', '7849611', '8005512', '7507211', '7935983', '7503628', '8267608', '7683758']",100
Astemizole,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,DTXSID9020110,"['35421658', '35008492', '33496184', '33450182', '33312341', '32565325', '32101533', '31730936', '29433675', '29042223', '28521025', '28215170', '28163191', '27222351', '27071825', '26972388', '26878482', '26259608', '25785934', '25219538', '24788058', '24200993', '23103595', '22994080', '22616812', '19774562', '18670163', '18472280', '17979741', '17612953', '17570632', '15936218', '15251189', '12851038', '12662125', '12386130', '12113224', '12052668', '11785920', '11318079', '11259984', '11249577', '11222883', '11082114', '10867385', '10828461', '10706423', '10668858', '10597866', '10584586', '10444242', '10444234', '10444225', '10431961', '10335901', '9594936', '9339868', '11364427', '8797551', '8725389', '8626361', '7585639', '7576262', '9766947', '7530629', '7916150', '7917508', '8058561', '7909571', '7913608', '8433408', '1575065', '1379482', '1678801', '1980294', '2571244', '2567567', '2903818', '2900641', '2892659', '2891609', '2883202', '2874116', '3081429', '6812550']",85
Capsaicin,CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC,DTXSID9020241,"['36100146', '35689659', '35512566', '35478041', '35436739', '35084430', '35034880', '34950149', '34941893', '34939720', '34916536', '34879203', '34862806', '34830441', '34758353', '34756408', '34728318', '34498989', '34439832', '34361102', '34328106', '34289785', '34282193', '34233550', '34175449', '34148405', '34089943', '33971918', '33956370', '33951968', '33915133', '33884702', '33838291', '33800110', '33770761', '33508189', '33448889', '33436540', '33401004', '33398159', '33358856', '33356266', '33352243', '33340242', '33233618', '33204332', '33184836', '33130130', '33105140', '32985330', '32981275', '32946866', '32929733', '32833423', '32791055', '32764237', '32761268', '32652086', '32629075', '32623788', '32607615', '32537633', '32526913', '32418900', '32417948', '32400193', '32316463', '32289500', '32274951', '32228023', '32203607', '32147624', '32067516', '31981911', '31913735', '31857126', '31804743', '31783580', '31756450', '31743446', '31734435', '31704446', '31702924', '31609319', '31608551', '31600949', '31571393', '31502908', '31482758', '31467905', '31349900', '31299512', '31231923', '31197191', '31129453', '31104505', '31096011', '30989631', '30963969', '30849482']",100
Methoxychlor,COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,DTXSID9020827,"['35757428', '35478005', '35413382', '35349845', '34576301', '34535848', '34068747', '32734539', '32466334', '32347927', '32276120', '31960936', '31351905', '30887452', '30817981', '30794837', '30773519', '30420771', '30017638', '29973080', '29597160', '28927721', '28067071', '27413106', '27103539', '26571271', '26479327', '26106145', '25864079', '25326143', '25224488', '25048109', '25040227', '24935097', '24835555', '24451217', '24388197', '24388192', '24388191', '24388188', '24188624', '24183346', '23948739', '23397585', '23333641', '23254566', '22967064', '22890857', '22827390', '22842586', '22834942', '22776325', '22531813', '22484361', '22348781', '22138857', '22120136', '21948127', '21862696', '21805074', '21790319', '21534883', '21205218', '20920556', '20828905', '20684730', '20568958', '20050941', '19911945', '19590698', '19589859', '19264124', '18980187', '18855613', '18848953', '18594997', '18434086', '18288582', '17906828', '17655187', '17651883', '17207515', '17190972', '16996190', '16835070', '16684651', '16684645', '16632680', '16626760', '16510128', '16467254', '16316928', '16307867', '16280380', '16243481', '16177237', '16162399', '16111029', '16054614', '16030264']",100
"4-butyl-1,2-diphenylpyrazolidine-3,5-dione",CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,DTXSID9021136,[],0
ponceau 4R,C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)[O-])N=NC3=C(C=CC4=CC(=CC(=C43)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+].[Na+],DTXSID9021213,"['33011351', '28458012', '28454783', '26404013', '22397587', '22519244', '20041016', '19890754', '11294979', '9764219', '3692403', '6890503', '277121', '1129808']",14
Pyrimethamine,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,DTXSID9021217,"['36165032', '36108988', '35944696', '35715223', '35605920', '35527512', '35219844', '35078399', '35008492', '34662196', '34651193', '34592218', '34492239', '34279413', '34228544', '34187608', '34050875', '33716084', '33173007', '33087183', '33046062', '32938966', '32729740', '32540979', '32236711', '32061484', '31904004', '31728720', '31642775', '31307493', '30904693', '30665403', '30562480', '30530601', '30386743', '30366100', '30031121', '29941026', '29774536', '29684680', '29567145', '29547881', '29514829', '29261833', '29061131', '29027504', '28806082', '28774497', '28752616', '28674061', '28646540', '28633997', '28609444', '28477099', '28441657', '28363126', '28012901', '27933277', '27816268', '27693770', '27515696', '27327266', '27180573', '26906163', '26592786', '26515752', '26392504', '25984755', '25552403', '25162955', '25033456', '24884890', '24761799', '24736218', '24721270', '24716844', '24662141', '24595643', '24490639', '24157308', '24101478', '23973195', '23707647', '23375028', '23192488', '23146411', '22930046', '22712598', '22517047', '22394563', '22391330', '23569827', '21881767', '21888239', '21847597', '21736423', '21674200', '21546639', '21491947', '21216867']",100
AMG-517,CC(=O)NC1=NC2=C(C=CC=C2S1)OC3=NC=NC(=C3)C4=CC=C(C=C4)C(F)(F)F,DTXSID90216178,['17652633'],1
N-METHYLANILINE,CNC1=CC=CC=C1,DTXSID9021841,"['35738952', '33544107', '30387604', '27117704', '26971029', '25726175', '16897789', '10728778', '9894021', '9824251', '9465927', '1516150', '1637203', '2032533', '1998200', '2494442', '2774947', '2485131', '3679445', '4049409', '6402317', '7184943', '1129785', '5085454', '5172274', '20996089']",26
2-ethoxyethyl acetate,CCOCCOC(C)=O,DTXSID9021928,"['19507184', '8482587', '1426706', '1526376', '3415923', '6499812', '6499804']",7
phenoxyethanol,OCCOc1ccccc1,DTXSID9021976,"['35550153', '35301938', '35217105', '34638865', '34481784', '34233207', '33624850', '33596452', '33293157', '32387382', '32374857', '31758863', '31588615', '31242430', '31041411', '30379831', '27825833', '27740510', '27497993', '26955064', '26206148', '26188115', '23838187', '22118339', '22101779', '22036980', '22008535', '21273685', '20549228', '20424565', '18830863', '15863605', '11853695', '10959804', '9463535', '2086313', '2816264']",37
daidzein,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,DTXSID9022310,"['36166943', '35932513', '35813479', '35035662', '34980715', '34941674', '34855380', '34673406', '34502054', '34444848', '33969632', '33727059', '33539951', '33496707', '33350001', '33336449', '32926937', '32810588', '32781171', '32761299', '32563119', '32417364', '32040188', '32027771', '31786350', '31163218', '30897277', '30806288', '30553876', '30394111', '30062965', '30014295', '29688519', '29548854', '29510125', '29496164', '29141545', '28985473', '28877739', '28669231', '28633868', '28396216', '28315369', '27974267', '27936296', '27829351', '27738197', '27597971', '27255803', '27084109', '26838042', '26499209', '26492450', '26432036', '26393940', '26361015', '26264742', '26245807', '26186408', '26179608', '26171634', '25990984', '25820259', '25809011', '25661160', '25634494', '25592466', '25583575', '25319728', '25271941', '25099693', '24980468', '24749480', '24585454', '24486213', '24461312', '23982890', '23959101', '23900008', '23820060', '23624826', '23506554', '23384675', '23376177', '23337939', '23261475', '23175102', '22914566', '22712850', '22683914', '22659465', '22512478', '22449546', '22293631', '22223686', '22200590', '22066752', '22016603', '22006071', '22001794']",100
diisobutylphthlate,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,DTXSID9022522,[],0
Amrinone,C1=CN=CC=C1C2=CNC(=O)C(=C2)N,DTXSID9022603,"['33109927', '32310006', '31317556', '28837343', '28131674', '27225960', '26359127', '25625413', '25175952', '24498166', '23620310', '22077251', '21905056', '21273672', '20801556', '20136387', '19124364', '17146843', '16990629', '16040161', '15907769', '15057404', '12439358', '11865685', '10978805', '9453531', '7496044', '7621849', '7851053', '8083362', '8376682', '8213877', '8513658', '1296825', '1656905', '1863883', '2035420', '1865334', '2063978', '1974888', '2269028', '2196638', '2283890', '2658377', '2549528', '3049098', '3613603', '3027124', '3789887', '2430709', '3714799', '3714798', '3510779', '3946465', '3895878', '3994460', '2862822', '6744783', '6087050', '6831672', '6354106', '7168015', '7174853', '714115']",64
Gepirone,CC1(CC(=O)N(C(=O)C1)CCCCN2CCN(CC2)C3=NC=CC=N3)C,DTXSID90232813,"['16025319', '15088636', '11892924', '9218690', '1973938', '2526950', '2906877']",7
Montelukast,CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,DTXSID9023334,"['35934057', '35715434', '35029177', '34708419', '34479635', '34477536', '34350893', '34299067', '33775687', '33709868', '33568498', '33277178', '33174429', '32956660', '32464120', '32125029', '32109511', '31581362', '31201029', '31124982', '31056949', '30905424', '30395359', '30124348', '30119268', '30117405', '29438596', '29269387', '28718891', '28639856', '28600709', '28490767', '28374082', '28178069', '27702591', '27720931', '27032639', '26751767', '26558897', '26506265', '26499992', '26462568', '26263063', '26205398', '25707701', '25341273', '25196099', '25078860', '24879954', '24575896', '24565613', '24332218', '24151607', '23970434', '23902458', '23855447', '23499122', '23009745', '22813724', '22354687', '22260262', '21612136', '21206360', '20813166', '20735385', '20462392', '20170750', '19486034', '19373630', '19255936', '18296556', '17934951', '17537475', '17353777', '17336611', '16999299', '16981900', '16867170', '16724927', '16495352', '15794405', '15764487', '15541426', '15362605', '15235532', '14719999', '12877449', '12546343', '11931512', '11345561', '9930206', '9017788']",92
Norethindrone,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,DTXSID9023380,"['30768795', '30123446', '29617576', '29440757', '28924270', '27245768', '26778492', '22964137', '21860523', '21729712', '20599585', '18555683', '16954724', '15905198', '15531129', '15328588', '21105253', '14680498', '12877349', '12566804', '12198379', '12183078', '11871398', '11750080', '11502156', '11423341', '10822023', '9806953', '8596541', '7728963', '7740153', '8045130', '8013220', '8013217', '8013216', '8025892', '8185807', '1679055', '2040004', '1669844', '2718834', '2675291', '2655553', '2974837', '3129818', '3689348', '3807366', '3104401', '3086241', '4017188', '3907965', '12280212', '3930918', '2417950', '6523531', '6676180', '6223801', '6218932', '6140237', '7174153', '6757597', '7100632', '12338171', '7423152', '12310979', '543013', '120838', '89531', '469899', '224196', '288358', '350070', '206192', '411940', '72828', '874560', '793446', '64332', '4142434', '4800785', '4686779', '5416742', '5337087', '5939017', '5939016', '5901010', '14329159', '14326711', '14324833', '14310204', '14288127', '14287318', '14287003', '14287002', '14272499', '14260636', '14257414', '14245215', '14269068', '14289766']",100
Sparfloxacin,C[C@@H]1CN(C[C@@H](N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F,DTXSID9023590,"['35713093', '29567518', '29462686', '29345262', '27608951', '26674970', '25576946', '25560573', '25239984', '24565109', '22744888', '21829847', '20662825', '20118629', '20049419', '18986285', '18727800', '17027138', '16770305', '15917145', '15018156', '12235850', '12199111', '12052667', '11806128', '11698174', '11414383', '11217874', '11201054', '11172695', '10910986', '10633883', '10554054', '10553703', '10557576', '10468189', '10451013', '10092051', '10067058', '10064255', '9738848', '9630009', '9143485', '9100474', '8953103', '8891145', '8998949', '8750934', '8652079', '8596124', '7775517', '7999271', '8052802', '8266396', '8392100', '1437505', '1324643']",57
Anacetrapib,C[C@H]1[C@H](OC(=O)N1CC2=C(C=CC(=C2)C(F)(F)F)C3=CC(=C(C=C3OC)F)C(C)C)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,DTXSID90236452,"['34498872', '34375108', '29498299', '29263647', '29135318', '28799819', '28445176', '28152406', '27852117', '25786568', '24380613', '23567794', '19895942', '18536749']",14
Clofentezine,Clc1ccccc1c2nnc(nn2)c3ccccc3Cl,DTXSID9023881,"['31848392', '28505067', '22679763', '2599154']",4
